,index,Season,seasonStart,seasonEnd,team,opposition,result,ho/Aw,date,teamPoints,team_form_2games,team_form_3games,team_form_4games,team_form_5games,opp_form_2games,opp_form_3games,opp_form_4games,opp_form_5games,diff_2_game_form,diff_3_game_form,diff_4_game_form,diff_5_game_form,ho/Aw_binary,py_T_Leag_Pos,py_O_Leag_Pos,leagueDifference,monthNumber
157,157,1996-97,1996,1997,Arsenal,Coventry,Draw,Away,1997-04-21,1,4,7,7,10,4,7,7,7,0,0,0,3,0,5.0,16.0,-11.0,9
158,158,1996-97,1996,1997,Arsenal,Newcastle,Loss,Home,1997-05-03,0,2,5,8,8,6,7,8,9,-4,-2,0,-1,1,5.0,2.0,3.0,10
159,159,1996-97,1996,1997,Arsenal,Derby,Win,Away,1997-05-11,3,1,2,5,8,4,4,7,8,-3,-2,-2,0,0,5.0,21.0,-16.0,10
160,160,1997-98,1997,1998,Arsenal,Leeds,Draw,Away,1997-08-09,1,3,4,5,8,2,3,4,4,1,1,1,4,0,3.0,11.0,-8.0,1
161,161,1997-98,1997,1998,Arsenal,Coventry,Win,Home,1997-08-11,3,4,4,5,6,6,6,7,8,-2,-2,-2,-2,1,3.0,17.0,-14.0,1
162,162,1997-98,1997,1998,Arsenal,Southampton,Win,Away,1997-08-23,3,4,7,7,8,0,0,3,6,4,7,4,2,0,3.0,16.0,-13.0,1
163,163,1997-98,1997,1998,Arsenal,Leicester,Draw,Away,1997-08-27,1,6,7,10,10,4,7,10,13,2,0,0,-3,0,3.0,9.0,-6.0,1
164,164,1997-98,1997,1998,Arsenal,Tottenham,Draw,Home,1997-08-30,1,4,7,8,11,6,6,6,6,-2,1,2,5,1,3.0,10.0,-7.0,1
165,165,1997-98,1997,1998,Arsenal,Bolton,Win,Home,1997-09-13,3,2,5,8,9,1,2,5,5,1,3,3,4,1,3.0,21.0,-18.0,2
166,166,1997-98,1997,1998,Arsenal,Chelsea,Win,Away,1997-09-21,3,4,5,8,11,6,9,12,12,-2,-4,-4,-1,0,3.0,6.0,-3.0,2
167,167,1997-98,1997,1998,Arsenal,West Ham,Win,Home,1997-09-24,3,6,7,8,11,0,3,4,4,6,4,4,7,1,3.0,14.0,-11.0,2
168,168,1997-98,1997,1998,Arsenal,Everton,Draw,Away,1997-09-27,1,6,9,10,11,3,3,4,4,3,6,6,7,0,3.0,15.0,-12.0,2
169,169,1997-98,1997,1998,Arsenal,Barnsley,Win,Home,1997-10-04,3,4,7,10,11,0,0,0,0,4,7,10,11,1,3.0,21.0,-18.0,3
170,170,1997-98,1997,1998,Arsenal,Crystal Palace,Draw,Away,1997-10-18,1,4,7,10,13,1,2,5,5,3,5,5,8,0,3.0,21.0,-18.0,3
171,171,1997-98,1997,1998,Arsenal,Aston Villa,Draw,Home,1997-10-26,1,4,5,8,11,3,4,4,7,1,1,4,4,1,3.0,5.0,-2.0,3
172,172,1997-98,1997,1998,Arsenal,Derby,Loss,Away,1997-11-01,0,2,5,6,9,1,2,5,8,1,3,1,1,0,3.0,12.0,-9.0,4
173,173,1997-98,1997,1998,Arsenal,Man United,Win,Home,1997-11-09,3,1,2,5,6,6,7,10,10,-5,-5,-5,-4,1,3.0,1.0,2.0,4
174,174,1997-98,1997,1998,Arsenal,Sheffield Weds,Loss,Away,1997-11-22,0,3,4,5,8,3,3,3,6,0,1,2,2,0,3.0,7.0,-4.0,4
175,175,1997-98,1997,1998,Arsenal,Liverpool,Loss,Home,1997-11-30,0,3,3,4,5,3,4,7,7,0,-1,-3,-2,1,3.0,4.0,-1.0,4
176,176,1997-98,1997,1998,Arsenal,Newcastle,Win,Away,1997-12-06,3,0,3,3,4,3,6,7,8,-3,-3,-4,-4,0,3.0,2.0,1.0,5
177,177,1997-98,1997,1998,Arsenal,Blackburn,Loss,Home,1997-12-13,0,3,3,6,6,3,6,9,10,0,-3,-3,-4,1,3.0,13.0,-10.0,5
178,178,1997-98,1997,1998,Arsenal,Leicester,Win,Home,1997-12-26,3,3,3,3,6,0,1,4,5,3,2,-1,1,1,3.0,9.0,-6.0,5
179,179,1997-98,1997,1998,Arsenal,Tottenham,Draw,Away,1997-12-28,1,3,6,6,6,3,3,3,6,0,3,3,0,0,3.0,10.0,-7.0,5
180,180,1997-98,1997,1998,Arsenal,Leeds,Win,Home,1998-01-10,3,4,4,7,7,1,4,5,6,3,0,2,1,1,3.0,11.0,-8.0,6
181,181,1997-98,1997,1998,Arsenal,Coventry,Draw,Away,1998-01-17,1,4,7,7,10,3,3,3,6,1,4,4,4,0,3.0,17.0,-14.0,6
182,182,1997-98,1997,1998,Arsenal,Southampton,Win,Home,1998-01-31,3,4,5,8,8,4,7,8,9,0,-2,0,-1,1,3.0,16.0,-13.0,6
183,183,1997-98,1997,1998,Arsenal,Chelsea,Win,Home,1998-02-08,3,4,7,8,11,3,6,6,7,1,1,2,4,1,3.0,6.0,-3.0,7
184,184,1997-98,1997,1998,Arsenal,Crystal Palace,Win,Home,1998-02-21,3,6,7,10,11,0,0,0,1,6,7,10,10,1,3.0,21.0,-18.0,7
185,185,1997-98,1997,1998,Arsenal,West Ham,Draw,Away,1998-03-02,1,6,9,10,13,4,5,5,8,2,4,5,5,0,3.0,14.0,-11.0,8
186,186,1997-98,1997,1998,Arsenal,Wimbledon,Win,Away,1998-03-11,3,4,7,10,11,3,6,7,8,1,1,3,3,0,3.0,8.0,-5.0,8
187,187,1997-98,1997,1998,Arsenal,Man United,Win,Away,1998-03-14,3,4,7,10,13,1,4,7,10,3,3,3,3,0,3.0,1.0,2.0,8
188,188,1997-98,1997,1998,Arsenal,Sheffield Weds,Win,Home,1998-03-28,3,6,7,10,13,3,3,6,7,3,4,4,6,1,3.0,7.0,-4.0,8
189,189,1997-98,1997,1998,Arsenal,Bolton,Win,Away,1998-03-31,3,6,9,10,13,6,6,6,7,0,3,4,6,0,3.0,21.0,-18.0,8
190,190,1997-98,1997,1998,Arsenal,Newcastle,Win,Home,1998-04-11,3,6,9,12,13,1,1,2,3,5,8,10,10,1,3.0,2.0,1.0,9
191,191,1997-98,1997,1998,Arsenal,Blackburn,Win,Away,1998-04-13,3,6,9,12,15,0,3,3,3,6,6,9,12,0,3.0,13.0,-10.0,9
192,192,1997-98,1997,1998,Arsenal,Wimbledon,Win,Home,1998-04-18,3,6,9,12,15,4,5,6,6,2,4,6,9,1,3.0,8.0,-5.0,9
193,193,1997-98,1997,1998,Arsenal,Barnsley,Win,Away,1998-04-25,3,6,9,12,15,1,4,4,4,5,5,8,11,0,3.0,21.0,-18.0,9
194,194,1997-98,1997,1998,Arsenal,Derby,Win,Home,1998-04-29,3,6,9,12,15,0,3,4,4,6,6,8,11,1,3.0,12.0,-9.0,9
195,195,1997-98,1997,1998,Arsenal,Everton,Win,Home,1998-05-03,3,6,9,12,15,1,2,5,6,5,7,7,9,1,3.0,15.0,-12.0,10
196,196,1997-98,1997,1998,Arsenal,Liverpool,Loss,Away,1998-05-06,0,6,9,12,15,3,4,7,8,3,5,5,7,0,3.0,4.0,-1.0,10
197,197,1997-98,1997,1998,Arsenal,Aston Villa,Loss,Away,1998-05-10,0,3,6,9,12,3,6,9,12,0,0,0,0,0,3.0,5.0,-2.0,10
198,198,1998-99,1998,1999,Arsenal,Nott'm Forest,Win,Home,1998-08-17,3,0,3,6,9,1,2,3,3,-1,1,3,6,1,1.0,21.0,-20.0,1
199,199,1998-99,1998,1999,Arsenal,Liverpool,Draw,Away,1998-08-22,1,3,3,6,9,3,6,9,9,0,-3,-3,0,0,1.0,3.0,-2.0,1
200,200,1998-99,1998,1999,Arsenal,Charlton,Draw,Home,1998-08-29,1,4,4,4,7,4,4,4,4,0,0,0,3,1,1.0,21.0,-20.0,1
201,201,1998-99,1998,1999,Arsenal,Chelsea,Draw,Away,1998-09-09,1,2,5,5,5,1,4,4,4,1,1,1,1,0,1.0,4.0,-3.0,2
202,202,1998-99,1998,1999,Arsenal,Leicester,Draw,Away,1998-09-12,1,2,3,6,6,0,3,4,4,2,0,2,2,0,1.0,10.0,-9.0,2
203,203,1998-99,1998,1999,Arsenal,Man United,Win,Home,1998-09-20,3,2,3,4,7,6,7,8,11,-4,-4,-4,-4,1,1.0,2.0,-1.0,2
204,204,1998-99,1998,1999,Arsenal,Sheffield Weds,Loss,Away,1998-09-26,0,4,5,6,7,3,3,3,6,1,2,3,1,0,1.0,16.0,-15.0,2
205,205,1998-99,1998,1999,Arsenal,Newcastle,Win,Home,1998-10-04,3,3,4,5,6,6,9,9,9,-3,-5,-4,-3,1,1.0,13.0,-12.0,3
206,206,1998-99,1998,1999,Arsenal,Southampton,Draw,Home,1998-10-17,1,3,6,7,8,0,1,1,1,3,5,6,7,1,1.0,12.0,-11.0,3
207,207,1998-99,1998,1999,Arsenal,Blackburn,Win,Away,1998-10-25,3,4,4,7,8,3,4,4,4,1,0,3,4,0,1.0,6.0,-5.0,3
208,208,1998-99,1998,1999,Arsenal,Coventry,Win,Away,1998-10-31,3,4,7,7,10,3,3,4,4,1,4,3,6,0,1.0,11.0,-10.0,3
209,209,1998-99,1998,1999,Arsenal,Everton,Win,Home,1998-11-08,3,6,7,10,10,1,2,5,6,5,5,5,4,1,1.0,17.0,-16.0,4
210,210,1998-99,1998,1999,Arsenal,Tottenham,Draw,Home,1998-11-14,1,6,9,10,13,1,4,4,7,5,5,6,6,1,1.0,14.0,-13.0,4
211,211,1998-99,1998,1999,Arsenal,Wimbledon,Loss,Away,1998-11-21,0,4,7,10,11,3,4,5,5,1,3,5,6,0,1.0,15.0,-14.0,4
212,212,1998-99,1998,1999,Arsenal,Middlesbrough,Draw,Home,1998-11-29,1,1,4,7,10,4,5,6,7,-3,-1,1,3,1,1.0,21.0,-20.0,4
213,213,1998-99,1998,1999,Arsenal,Derby,Draw,Away,1998-12-05,1,1,2,5,8,3,4,7,8,-2,-2,-2,0,0,1.0,9.0,-8.0,5
214,214,1998-99,1998,1999,Arsenal,Aston Villa,Loss,Away,1998-12-13,0,2,2,3,6,1,2,2,5,1,0,1,1,0,1.0,7.0,-6.0,5
215,215,1998-99,1998,1999,Arsenal,Leeds,Win,Home,1998-12-20,3,1,2,2,3,6,6,9,12,-5,-4,-7,-9,1,1.0,5.0,-4.0,5
216,216,1998-99,1998,1999,Arsenal,West Ham,Win,Home,1998-12-26,3,3,4,5,5,3,3,6,9,0,1,-1,-4,1,1.0,8.0,-7.0,5
217,217,1998-99,1998,1999,Arsenal,Charlton,Win,Away,1998-12-28,3,6,6,7,8,0,0,0,0,6,6,7,8,0,1.0,21.0,-20.0,5
218,218,1998-99,1998,1999,Arsenal,Liverpool,Draw,Home,1999-01-09,1,6,9,9,10,6,9,9,9,0,0,0,1,1,1.0,3.0,-2.0,6
219,219,1998-99,1998,1999,Arsenal,Nott'm Forest,Win,Away,1999-01-16,3,4,7,10,10,1,1,2,2,3,6,8,8,0,1.0,21.0,-20.0,6
220,220,1998-99,1998,1999,Arsenal,Chelsea,Win,Home,1999-01-31,3,4,7,10,13,6,7,10,13,-2,0,0,0,1,1.0,4.0,-3.0,6
221,221,1998-99,1998,1999,Arsenal,West Ham,Win,Away,1999-02-06,3,6,7,10,13,1,1,4,4,5,6,6,9,0,1.0,8.0,-7.0,7
222,222,1998-99,1998,1999,Arsenal,Man United,Draw,Away,1999-02-17,1,6,9,10,13,6,9,12,15,0,0,-2,-2,0,1.0,2.0,-1.0,7
223,223,1998-99,1998,1999,Arsenal,Leicester,Win,Home,1999-02-20,3,4,7,10,11,1,1,2,3,3,6,8,8,1,1.0,10.0,-9.0,7
224,224,1998-99,1998,1999,Arsenal,Newcastle,Draw,Away,1999-02-28,1,4,7,10,13,3,6,9,10,1,1,1,3,0,1.0,13.0,-12.0,7
225,225,1998-99,1998,1999,Arsenal,Sheffield Weds,Win,Home,1999-03-09,3,4,5,8,11,3,6,9,9,1,-1,-1,2,1,1.0,16.0,-15.0,8
226,226,1998-99,1998,1999,Arsenal,Everton,Win,Away,1999-03-13,3,4,7,8,11,4,4,7,7,0,3,1,4,0,1.0,17.0,-16.0,8
227,227,1998-99,1998,1999,Arsenal,Coventry,Win,Home,1999-03-20,3,6,7,10,11,4,7,7,7,2,0,3,4,1,1.0,11.0,-10.0,8
228,228,1998-99,1998,1999,Arsenal,Southampton,Draw,Away,1999-04-03,1,6,9,10,13,3,6,6,6,3,3,4,7,0,1.0,12.0,-11.0,9
229,229,1998-99,1998,1999,Arsenal,Blackburn,Win,Home,1999-04-06,3,4,7,10,11,4,5,5,5,0,2,5,6,1,1.0,6.0,-5.0,9
230,230,1998-99,1998,1999,Arsenal,Wimbledon,Win,Home,1999-04-19,3,4,7,10,13,0,1,1,1,4,6,9,12,1,1.0,15.0,-14.0,9
231,231,1998-99,1998,1999,Arsenal,Middlesbrough,Win,Away,1999-04-24,3,6,7,10,13,4,7,10,11,2,0,0,2,0,1.0,21.0,-20.0,9
232,232,1998-99,1998,1999,Arsenal,Derby,Win,Home,1999-05-02,3,6,9,10,13,1,4,4,4,5,5,6,9,1,1.0,9.0,-8.0,10
233,233,1998-99,1998,1999,Arsenal,Tottenham,Win,Away,1999-05-05,3,6,9,12,13,0,3,6,7,6,6,6,6,0,1.0,14.0,-13.0,10
234,234,1998-99,1998,1999,Arsenal,Leeds,Loss,Away,1999-05-11,0,6,9,12,15,3,4,5,6,3,5,7,9,0,1.0,5.0,-4.0,10
235,235,1998-99,1998,1999,Arsenal,Aston Villa,Win,Home,1999-05-16,3,3,6,9,12,0,3,6,9,3,3,3,3,1,1.0,7.0,-6.0,10
236,236,1999-00,1999,2000,Arsenal,Leicester,Win,Home,1999-08-07,3,3,6,9,12,3,3,3,6,0,3,6,6,1,2.0,10.0,-8.0,1
237,237,1999-00,1999,2000,Arsenal,Derby,Win,Away,1999-08-10,3,6,6,9,12,1,2,5,5,5,4,4,7,0,2.0,8.0,-6.0,1
238,238,1999-00,1999,2000,Arsenal,Sunderland,Draw,Away,1999-08-14,1,6,9,9,12,3,3,6,6,3,6,3,6,0,2.0,21.0,-19.0,1
239,239,1999-00,1999,2000,Arsenal,Man United,Loss,Home,1999-08-22,0,4,7,10,10,6,7,10,11,-2,0,0,-1,1,2.0,1.0,1.0,1
240,240,1999-00,1999,2000,Arsenal,Bradford,Win,Home,1999-08-25,3,1,4,7,10,1,4,4,4,0,0,3,6,1,2.0,21.0,-19.0,1
241,241,1999-00,1999,2000,Arsenal,Liverpool,Loss,Away,1999-08-28,0,3,4,7,10,3,3,6,9,0,1,1,1,0,2.0,7.0,-5.0,1
242,242,1999-00,1999,2000,Arsenal,Aston Villa,Win,Home,1999-09-11,3,3,3,4,7,6,6,7,10,-3,-3,-3,-3,1,2.0,6.0,-4.0,2
243,243,1999-00,1999,2000,Arsenal,Southampton,Win,Away,1999-09-18,3,3,6,6,7,3,3,6,6,0,3,0,1,0,2.0,17.0,-15.0,2
244,244,1999-00,1999,2000,Arsenal,Watford,Win,Home,1999-09-25,3,6,6,9,9,3,3,3,6,3,3,6,3,1,2.0,21.0,-19.0,2
245,245,1999-00,1999,2000,Arsenal,West Ham,Loss,Away,1999-10-03,0,6,9,9,12,0,3,6,9,6,6,3,3,0,2.0,5.0,-3.0,3
246,246,1999-00,1999,2000,Arsenal,Everton,Win,Home,1999-10-16,3,3,6,9,9,4,7,10,10,-1,-1,-1,-1,1,2.0,14.0,-12.0,3
247,247,1999-00,1999,2000,Arsenal,Chelsea,Win,Away,1999-10-23,3,3,6,9,12,3,6,6,9,0,0,3,3,0,2.0,3.0,-1.0,3
248,248,1999-00,1999,2000,Arsenal,Newcastle,Draw,Home,1999-10-30,1,6,6,9,12,3,6,6,9,3,0,3,3,1,2.0,13.0,-11.0,3
249,249,1999-00,1999,2000,Arsenal,Tottenham,Loss,Away,1999-11-07,0,4,7,7,10,3,6,6,7,1,1,1,3,0,2.0,11.0,-9.0,4
250,250,1999-00,1999,2000,Arsenal,Middlesbrough,Win,Home,1999-11-20,3,1,4,7,7,4,7,10,10,-3,-3,-3,-3,1,2.0,9.0,-7.0,4
251,251,1999-00,1999,2000,Arsenal,Derby,Win,Home,1999-11-28,3,3,4,7,10,0,3,3,3,3,1,4,7,1,2.0,8.0,-6.0,4
252,252,1999-00,1999,2000,Arsenal,Leicester,Win,Away,1999-12-04,3,6,6,7,10,6,6,9,9,0,0,-2,1,0,2.0,10.0,-8.0,5
253,253,1999-00,1999,2000,Arsenal,Wimbledon,Draw,Home,1999-12-18,1,6,9,9,10,4,4,7,8,2,5,2,2,1,2.0,16.0,-14.0,5
254,254,1999-00,1999,2000,Arsenal,Coventry,Loss,Away,1999-12-26,0,4,7,10,10,1,1,4,5,3,6,6,5,0,2.0,15.0,-13.0,5
255,255,1999-00,1999,2000,Arsenal,Leeds,Win,Home,1999-12-28,3,1,4,7,10,6,9,12,15,-5,-5,-5,-5,1,2.0,4.0,-2.0,5
256,256,1999-00,1999,2000,Arsenal,Sheffield Weds,Draw,Away,2000-01-03,1,3,4,7,10,3,3,3,3,0,1,4,7,0,2.0,12.0,-10.0,6
257,257,1999-00,1999,2000,Arsenal,Sunderland,Win,Home,2000-01-15,3,4,4,5,8,1,1,4,7,3,3,1,1,1,2.0,21.0,-19.0,6
258,258,1999-00,1999,2000,Arsenal,Man United,Draw,Away,2000-01-24,1,4,7,7,8,4,7,10,13,0,0,-3,-5,0,2.0,1.0,1.0,6
259,259,1999-00,1999,2000,Arsenal,Bradford,Loss,Away,2000-02-05,0,4,5,8,8,3,4,4,5,1,1,4,3,0,2.0,21.0,-19.0,7
260,260,1999-00,1999,2000,Arsenal,Liverpool,Loss,Home,2000-02-13,0,1,4,5,8,4,7,7,10,-3,-3,-2,-2,1,2.0,7.0,-5.0,7
261,261,1999-00,1999,2000,Arsenal,Southampton,Win,Home,2000-02-26,3,0,1,4,5,6,9,9,12,-6,-8,-5,-7,1,2.0,17.0,-15.0,7
262,262,1999-00,1999,2000,Arsenal,Aston Villa,Draw,Away,2000-03-05,1,3,3,4,7,4,7,8,9,-1,-4,-4,-2,0,2.0,6.0,-4.0,8
263,263,1999-00,1999,2000,Arsenal,Middlesbrough,Loss,Away,2000-03-12,0,4,4,4,5,2,5,5,5,2,-1,-1,0,0,2.0,9.0,-7.0,8
264,264,1999-00,1999,2000,Arsenal,Tottenham,Win,Home,2000-03-19,3,1,4,4,4,4,7,7,7,-3,-3,-3,-3,1,2.0,11.0,-9.0,8
265,265,1999-00,1999,2000,Arsenal,Coventry,Win,Home,2000-03-26,3,3,4,7,7,6,6,6,6,-3,-2,1,1,1,2.0,15.0,-13.0,8
266,266,1999-00,1999,2000,Arsenal,Wimbledon,Win,Away,2000-04-01,3,6,6,7,10,0,3,3,4,6,3,4,6,0,2.0,16.0,-14.0,9
267,267,1999-00,1999,2000,Arsenal,Leeds,Win,Away,2000-04-16,3,6,9,9,10,0,0,3,6,6,9,6,4,0,2.0,4.0,-2.0,9
268,268,1999-00,1999,2000,Arsenal,Watford,Win,Away,2000-04-23,3,6,9,12,12,1,1,2,5,5,8,10,7,0,2.0,21.0,-19.0,9
269,269,1999-00,1999,2000,Arsenal,Everton,Win,Away,2000-04-29,3,6,9,12,15,4,5,8,8,2,4,4,7,0,2.0,14.0,-12.0,9
270,270,1999-00,1999,2000,Arsenal,West Ham,Win,Home,2000-05-02,3,6,9,12,15,3,6,9,9,3,3,3,6,1,2.0,5.0,-3.0,10
271,271,1999-00,1999,2000,Arsenal,Chelsea,Win,Home,2000-05-06,3,6,9,12,15,3,4,4,7,3,5,8,8,1,2.0,3.0,-1.0,10
272,272,1999-00,1999,2000,Arsenal,Sheffield Weds,Draw,Home,2000-05-09,1,6,9,12,15,0,0,3,6,6,9,9,9,1,2.0,12.0,-10.0,10
273,273,1999-00,1999,2000,Arsenal,Newcastle,Loss,Away,2000-05-14,0,4,7,10,13,2,5,6,6,2,2,4,7,0,2.0,13.0,-11.0,10
274,274,2000-01,2000,2001,Arsenal,Sunderland,Loss,Away,2000-08-19,0,1,4,7,10,3,4,4,7,-2,0,3,3,0,2.0,7.0,-5.0,1
275,275,2000-01,2000,2001,Arsenal,Liverpool,Win,Home,2000-08-21,3,0,1,4,7,3,4,4,4,-3,-3,0,3,1,2.0,4.0,-2.0,1
276,276,2000-01,2000,2001,Arsenal,Charlton,Win,Home,2000-08-26,3,3,3,4,7,3,3,6,7,0,0,-2,0,1,2.0,21.0,-19.0,1
277,277,2000-01,2000,2001,Arsenal,Chelsea,Draw,Away,2000-09-06,1,6,6,6,7,1,4,7,7,5,2,-1,0,0,2.0,5.0,-3.0,2
278,278,2000-01,2000,2001,Arsenal,Bradford,Draw,Away,2000-09-09,1,4,7,7,7,1,4,4,7,3,3,3,0,0,2.0,17.0,-15.0,2
279,279,2000-01,2000,2001,Arsenal,Coventry,Win,Home,2000-09-16,3,2,5,8,8,1,4,7,7,1,1,1,1,1,2.0,14.0,-12.0,2
280,280,2000-01,2000,2001,Arsenal,Ipswich,Draw,Away,2000-09-23,1,4,5,8,11,3,3,6,7,1,2,2,4,0,2.0,21.0,-19.0,2
281,281,2000-01,2000,2001,Arsenal,Man United,Win,Home,2000-10-01,3,4,5,6,9,4,7,10,11,0,-2,-4,-2,1,2.0,1.0,1.0,3
282,282,2000-01,2000,2001,Arsenal,Aston Villa,Win,Home,2000-10-14,3,4,7,8,9,4,7,10,10,0,0,-2,-1,1,2.0,6.0,-4.0,3
283,283,2000-01,2000,2001,Arsenal,West Ham,Win,Away,2000-10-21,3,6,7,10,11,2,5,6,6,4,2,4,5,0,2.0,9.0,-7.0,3
284,284,2000-01,2000,2001,Arsenal,Man City,Win,Home,2000-10-28,3,6,9,10,13,6,6,7,8,0,3,3,5,1,2.0,21.0,-19.0,3
285,285,2000-01,2000,2001,Arsenal,Middlesbrough,Win,Away,2000-11-04,3,6,9,12,13,0,0,3,4,6,9,9,9,0,2.0,12.0,-10.0,4
286,286,2000-01,2000,2001,Arsenal,Derby,Draw,Home,2000-11-11,1,6,9,12,15,1,1,1,1,5,8,11,14,1,2.0,16.0,-14.0,4
287,287,2000-01,2000,2001,Arsenal,Everton,Loss,Away,2000-11-18,0,4,7,10,13,3,3,6,7,1,4,4,6,0,2.0,13.0,-11.0,4
288,288,2000-01,2000,2001,Arsenal,Leeds,Loss,Away,2000-11-26,0,1,4,7,10,1,4,5,5,0,0,2,5,0,2.0,3.0,-1.0,4
289,289,2000-01,2000,2001,Arsenal,Southampton,Win,Home,2000-12-02,3,0,1,4,7,3,4,7,7,-3,-3,-3,0,1,2.0,15.0,-13.0,5
290,290,2000-01,2000,2001,Arsenal,Newcastle,Win,Home,2000-12-09,3,3,3,4,7,4,4,5,8,-1,-1,-1,-1,1,2.0,11.0,-9.0,5
291,291,2000-01,2000,2001,Arsenal,Tottenham,Draw,Away,2000-12-18,1,6,6,6,7,1,4,7,7,5,2,-1,0,0,2.0,10.0,-8.0,5
292,292,2000-01,2000,2001,Arsenal,Liverpool,Loss,Away,2000-12-23,0,4,7,7,7,3,6,6,6,1,1,1,1,0,2.0,4.0,-2.0,5
293,293,2000-01,2000,2001,Arsenal,Leicester,Win,Home,2000-12-26,3,1,4,7,7,6,6,9,9,-5,-2,-2,-2,1,2.0,8.0,-6.0,5
294,294,2000-01,2000,2001,Arsenal,Sunderland,Draw,Home,2000-12-30,1,3,4,7,10,6,6,9,12,-3,-2,-2,-2,1,2.0,7.0,-5.0,5
295,295,2000-01,2000,2001,Arsenal,Charlton,Loss,Away,2001-01-01,0,4,4,5,8,3,6,6,7,1,-2,-1,1,0,2.0,21.0,-19.0,6
296,296,2000-01,2000,2001,Arsenal,Chelsea,Draw,Home,2001-01-13,1,1,4,4,5,4,7,7,10,-3,-3,-3,-5,1,2.0,5.0,-3.0,6
297,297,2000-01,2000,2001,Arsenal,Leicester,Draw,Away,2001-01-20,1,1,2,5,5,0,0,3,6,1,2,2,-1,0,2.0,8.0,-6.0,6
298,298,2000-01,2000,2001,Arsenal,Bradford,Win,Home,2001-01-30,3,2,2,3,6,1,4,4,4,1,-2,-1,2,1,2.0,17.0,-15.0,6
299,299,2000-01,2000,2001,Arsenal,Coventry,Win,Away,2001-02-03,3,4,5,5,6,0,0,1,2,4,5,4,4,0,2.0,14.0,-12.0,7
300,300,2000-01,2000,2001,Arsenal,Ipswich,Win,Home,2001-02-10,3,6,7,8,8,0,3,3,6,6,4,5,2,1,2.0,21.0,-19.0,7
301,301,2000-01,2000,2001,Arsenal,Man United,Loss,Away,2001-02-25,0,6,9,10,11,4,7,10,13,2,2,0,-2,0,2.0,1.0,1.0,7
302,302,2000-01,2000,2001,Arsenal,West Ham,Win,Home,2001-03-03,3,3,6,9,10,4,4,5,6,-1,2,4,4,1,2.0,9.0,-7.0,8
303,303,2000-01,2000,2001,Arsenal,Aston Villa,Draw,Away,2001-03-18,1,3,6,9,12,4,4,5,8,-1,2,4,4,0,2.0,6.0,-4.0,8
304,304,2000-01,2000,2001,Arsenal,Tottenham,Win,Home,2001-03-31,3,4,4,7,10,3,3,6,7,1,1,1,3,1,2.0,10.0,-8.0,8
305,305,2000-01,2000,2001,Arsenal,Man City,Win,Away,2001-04-11,3,4,7,7,10,0,1,1,4,4,6,6,6,0,2.0,21.0,-19.0,9
306,306,2000-01,2000,2001,Arsenal,Middlesbrough,Loss,Home,2001-04-14,0,6,7,10,10,1,4,5,5,5,3,5,5,1,2.0,12.0,-10.0,9
307,307,2000-01,2000,2001,Arsenal,Everton,Win,Home,2001-04-21,3,3,6,7,10,0,3,6,6,3,3,1,4,1,2.0,13.0,-11.0,9
308,308,2000-01,2000,2001,Arsenal,Derby,Win,Away,2001-04-28,3,3,6,9,10,3,3,3,3,0,3,6,7,0,2.0,16.0,-14.0,9
309,309,2000-01,2000,2001,Arsenal,Leeds,Win,Home,2001-05-05,3,6,6,9,12,6,9,12,15,0,-3,-3,-3,1,2.0,3.0,-1.0,10
310,310,2000-01,2000,2001,Arsenal,Newcastle,Draw,Away,2001-05-15,1,6,9,9,12,1,4,5,8,5,5,4,4,0,2.0,11.0,-9.0,10
311,311,2000-01,2000,2001,Arsenal,Southampton,Loss,Away,2001-05-19,0,4,7,10,10,3,4,4,5,1,3,6,5,0,2.0,15.0,-13.0,10
312,312,2001-02,2001,2002,Arsenal,Middlesbrough,Win,Away,2001-08-18,3,1,4,7,10,4,4,7,7,-3,0,0,3,0,2.0,14.0,-12.0,1
313,313,2001-02,2001,2002,Arsenal,Leeds,Loss,Home,2001-08-21,0,3,4,7,10,6,9,9,12,-3,-5,-2,-2,1,2.0,4.0,-2.0,1
314,314,2001-02,2001,2002,Arsenal,Leicester,Win,Home,2001-08-25,3,3,3,4,7,0,3,3,3,3,0,1,4,1,2.0,13.0,-11.0,1
315,315,2001-02,2001,2002,Arsenal,Chelsea,Draw,Away,2001-09-08,1,3,6,6,7,4,7,8,11,-1,-1,-2,-4,0,2.0,6.0,-4.0,2
316,316,2001-02,2001,2002,Arsenal,Fulham,Win,Away,2001-09-15,3,4,4,7,7,2,5,5,5,2,-1,2,2,0,2.0,21.0,-19.0,2
317,317,2001-02,2001,2002,Arsenal,Bolton,Draw,Home,2001-09-22,1,4,7,7,10,1,2,5,8,3,5,2,2,1,2.0,21.0,-19.0,2
318,318,2001-02,2001,2002,Arsenal,Derby,Win,Away,2001-09-29,3,4,5,8,8,0,1,2,2,4,4,6,6,0,2.0,17.0,-15.0,2
319,319,2001-02,2001,2002,Arsenal,Southampton,Win,Away,2001-10-13,3,4,7,8,11,3,6,6,6,1,1,2,5,0,2.0,10.0,-8.0,3
320,320,2001-02,2001,2002,Arsenal,Blackburn,Draw,Home,2001-10-20,1,6,7,10,11,3,6,7,8,3,1,3,3,1,2.0,21.0,-19.0,3
